UniqueID,ParcelID,LandUse,SaleDate,SalePrice,LegalReference,SoldAsVacant,TaxDistrict,Owner_Address,Owner_City,Property_Address,Property_City,LandUse_Grp,SalePrice_Grp,SaleYear
36502,012 02 0 011.00,SINGLE FAMILY,08/27/2015,"271,000",20150901-0088477,No,GENERAL SERVICES DISTRICT,1334  SPRINGFIELD HWY,GOODLETTSVILLE,1334  SPRINGFIELD HWY,GOODLETTSVILLE,HOME,200K-299K,2015
36503,018 12 0 011.00,SINGLE FAMILY,08/07/2015,"167,000",20150813-0081240,No,CITY OF GOODLETTSVILLE,202  SWIFT DR,GOODLETTSVILLE,202  SWIFT DR,GOODLETTSVILLE,HOME,100K-199K,2015
36504,018 15 0 012.01,SINGLE FAMILY,08/14/2015,"187,500",20150825-0085956,No,CITY OF GOODLETTSVILLE,539  MONCRIEF AVE,GOODLETTSVILLE,539  MONCRIEF AVE,GOODLETTSVILLE,HOME,100K-199K,2015
36505,025 12 0 085.00,SINGLE FAMILY,08/28/2015,"145,000",20150831-0088200,No,CITY OF GOODLETTSVILLE,105  CONNOR DR,GOODLETTSVILLE,105  CONNOR DR,GOODLETTSVILLE,HOME,100K-199K,2015
36506,025 16 0 012.00,SINGLE FAMILY,08/28/2015,"256,000",20150916-0093699,No,CITY OF GOODLETTSVILLE,208  MOSS TRL,GOODLETTSVILLE,208  MOSS TRL,GOODLETTSVILLE,HOME,200K-299K,2015
36507,032 13 0 057.00,SINGLE FAMILY,08/21/2015,"139,900",20150828-0087432,No,GENERAL SERVICES DISTRICT,4301  FALLING LEAF LN,NASHVILLE,4301  FALLING LEAF LN,NASHVILLE,HOME,100K-199K,2015
36508,033 03 0B 073.00,SINGLE FAMILY,08/25/2015,"174,900",20150828-0087121,No,GENERAL SERVICES DISTRICT,196  IVY HILL LN,GOODLETTSVILLE,196  IVY HILL LN,GOODLETTSVILLE,HOME,100K-199K,2015
36509,033 03 0B 115.00,SINGLE FAMILY,08/03/2015,"195,000",20150805-0077986,No,GENERAL SERVICES DISTRICT,152  IVY HILL LN,GOODLETTSVILLE,152  IVY HILL LN,GOODLETTSVILLE,HOME,100K-199K,2015
36510,033 03 0B 135.00,SINGLE FAMILY,08/07/2015,"180,000",20150819-0083516,No,GENERAL SERVICES DISTRICT,125  IVY HILL LN,GOODLETTSVILLE,125  IVY HILL LN,GOODLETTSVILLE,HOME,100K-199K,2015
36524,026 06 0A 083.00,RESIDENTIAL CONDO,08/14/2015,"154,900",20150820-0083981,No,GENERAL SERVICES DISTRICT,148  CANTON CT,GOODLETTSVILLE,148  CANTON CT,GOODLETTSVILLE,HOME,100K-199K,2015
36525,026 16 0 012.00,SINGLE FAMILY,08/21/2015,"150,000",20150827-0086999,No,GENERAL SERVICES DISTRICT,200  CUMBERLAND HILLS DR,MADISON,200  CUMBERLAND HILLS DR,MADISON,HOME,100K-199K,2015
37560,188 10 0A 002.00,VACANT RESIDENTIAL LAND,09/10/2015,"52,000",20150925-0097883,Yes,GENERAL SERVICES DISTRICT,1109  PRINCETON HILLS DR,NOLENSVILLE,1109  PRINCETON HILLS DR,NOLENSVILLE,LAND,Below 100K,2015
38073,018 12 0 051.00,SINGLE FAMILY,09/24/2015,"160,000",20150928-0098102,No,CITY OF GOODLETTSVILLE,308  FANNIN DR,GOODLETTSVILLE,308  FANNIN DR,GOODLETTSVILLE,HOME,100K-199K,2015
38074,018 12 0A 030.00,SINGLE FAMILY,09/17/2015,"170,000",20150925-0097548,No,GENERAL SERVICES DISTRICT,102  MAVELLA CT,GOODLETTSVILLE,102  MAVELLA CT,GOODLETTSVILLE,HOME,100K-199K,2015
38075,018 12 0A 051.00,SINGLE FAMILY,09/22/2015,"146,000",20150930-0099411,No,GENERAL SERVICES DISTRICT,383  DORR DR,GOODLETTSVILLE,383  DORR DR,GOODLETTSVILLE,HOME,100K-199K,2015
38076,025 04 0 114.00,SINGLE FAMILY,09/30/2015,"172,400",20151005-0101092,No,CITY OF GOODLETTSVILLE,308  MCCOIN DR,GOODLETTSVILLE,308  MCCOIN DR,GOODLETTSVILLE,HOME,100K-199K,2015
38077,025 07 0 031.00,SINGLE FAMILY,09/25/2015,"120,000",20151013-0104052,No,CITY OF GOODLETTSVILLE,410  ROSEHILL CT,GOODLETTSVILLE,410  ROSEHILL CT,GOODLETTSVILLE,HOME,100K-199K,2015
38078,026 05 0 070.00,DUPLEX,09/17/2015,"195,000",20151013-0104270,No,CITY OF GOODLETTSVILLE,309  TWO MILE PIKE,GOODLETTSVILLE,309  TWO MILE PIKE,GOODLETTSVILLE,HOME,100K-199K,2015
38079,026 09 0 004.00,SINGLE FAMILY,09/21/2015,"124,000",20150922-0096115,No,CITY OF GOODLETTSVILLE,117  SHEVEL DR,GOODLETTSVILLE,117  SHEVEL DR,GOODLETTSVILLE,HOME,100K-199K,2015
38080,026 13 0 009.00,SINGLE FAMILY,09/23/2015,"144,000",20150928-0098441,No,CITY OF GOODLETTSVILLE,429  MOSS TRL,GOODLETTSVILLE,429  MOSS TRL,GOODLETTSVILLE,HOME,100K-199K,2015
38081,032 09 0 078.00,SINGLE FAMILY,09/01/2015,"119,900",20150904-0090227,No,GENERAL SERVICES DISTRICT,4865  INDIAN SUMMER DR,NASHVILLE,4865  INDIAN SUMMER DR,NASHVILLE,HOME,100K-199K,2015
38082,033 03 0B 111.00,SINGLE FAMILY,09/30/2015,"194,941",20151002-0100651,No,GENERAL SERVICES DISTRICT,144  IVY HILL LN,GOODLETTSVILLE,144  IVY HILL LN,GOODLETTSVILLE,HOME,100K-199K,2015
38107,026 06 0A 056.00,RESIDENTIAL CONDO,09/30/2015,"157,000",20151005-0101163,No,GENERAL SERVICES DISTRICT,120  CANTON CT,GOODLETTSVILLE,120  CANTON CT,GOODLETTSVILLE,HOME,100K-199K,2015
38108,026 07 0 033.00,SINGLE FAMILY,09/17/2015,"153,000",20150921-0095860,No,CITY OF GOODLETTSVILLE,105  HARDWICK CT,GOODLETTSVILLE,105  HARDWICK CT,GOODLETTSVILLE,HOME,100K-199K,2015
39426,015 14 0 011.00,SINGLE FAMILY,10/01/2015,"90,000",20151006-0101964,No,GENERAL SERVICES DISTRICT,3128  UNION HILL RD,JOELTON,3128  UNION HILL RD,JOELTON,HOME,Below 100K,2015
39427,015 14 0 054.00,SINGLE FAMILY,10/09/2015,"122,431",20151013-0103951,No,GENERAL SERVICES DISTRICT,7624  GERALD DR,JOELTON,7624  GERALD DR,JOELTON,HOME,100K-199K,2015
39428,016 00 0 093.00,SINGLE FAMILY,10/13/2015,"165,000",20151014-0104536,No,GENERAL SERVICES DISTRICT,2466  UNION HILL RD,GOODLETTSVILLE,2466  UNION HILL RD,GOODLETTSVILLE,HOME,100K-199K,2015
39429,016 00 0 184.00,SINGLE FAMILY,10/09/2015,"200,000",20151013-0103879,No,GENERAL SERVICES DISTRICT,7143  LAMA TERRA DR,GOODLETTSVILLE,7143  LAMA TERRA DR,GOODLETTSVILLE,HOME,200K-299K,2015
39430,025 16 0 011.00,SINGLE FAMILY,10/21/2015,"145,000",20151027-0109306,No,CITY OF GOODLETTSVILLE,210  MOSS TRL,GOODLETTSVILLE,210  MOSS TRL,GOODLETTSVILLE,HOME,100K-199K,2015
39431,026 01 0 068.00,SINGLE FAMILY,10/16/2015,"110,000",20151019-0105987,No,CITY OF GOODLETTSVILLE,139  TWO MILE PIKE,GOODLETTSVILLE,139  TWO MILE PIKE,GOODLETTSVILLE,HOME,100K-199K,2015
39432,026 01 0 069.00,VACANT RESIDENTIAL LAND,10/23/2015,"153,000",20151028-0109602,No,CITY OF GOODLETTSVILLE,141  TWO MILE PIKE,GOODLETTSVILLE,141  TWO MILE PIKE,GOODLETTSVILLE,LAND,100K-199K,2015
39433,026 05 0 013.00,SINGLE FAMILY,10/28/2015,"95,000",20151029-0110063,No,CITY OF GOODLETTSVILLE,207 B EAST AVE,GOODLETTSVILLE,207 B  EAST AVE,GOODLETTSVILLE,HOME,Below 100K,2015
39434,026 09 0 008.00,SINGLE FAMILY,10/05/2015,"142,000",20151009-0103043,No,CITY OF GOODLETTSVILLE,519  DONALD AVE,GOODLETTSVILLE,519  DONALD AVE,GOODLETTSVILLE,HOME,100K-199K,2015
39435,033 04 0 015.00,SINGLE FAMILY,10/15/2015,"167,000",20151019-0105851,No,CITY OF GOODLETTSVILLE,124  DRAPER DR,GOODLETTSVILLE,124  DRAPER DR,GOODLETTSVILLE,HOME,100K-199K,2015
39458,026 06 0 010.00,ZERO LOT LINE,10/21/2015,"112,300",20151023-0108063,No,CITY OF GOODLETTSVILLE,120  HABERSHAM CT,GOODLETTSVILLE,120  HABERSHAM CT,GOODLETTSVILLE,HOME,100K-199K,2015
39459,026 06 0A 013.00,RESIDENTIAL CONDO,10/13/2015,"160,000",20151019-0105883,No,GENERAL SERVICES DISTRICT,228  WYNDOM CT,GOODLETTSVILLE,228  WYNDOM CT,GOODLETTSVILLE,HOME,100K-199K,2015
39460,026 07 0 181.00,SINGLE FAMILY,10/26/2015,"186,500",20151029-0110225,No,CITY OF GOODLETTSVILLE,106  OXFORD CT,GOODLETTSVILLE,106  OXFORD CT,GOODLETTSVILLE,HOME,100K-199K,2015
40657,018 07 0 017.00,SINGLE FAMILY,11/30/2015,"150,000",20151202-0121355,No,CITY OF GOODLETTSVILLE,202  UTLEY DR,GOODLETTSVILLE,202  UTLEY DR,GOODLETTSVILLE,HOME,100K-199K,2015
40658,018 11 0 024.00,SINGLE FAMILY,11/20/2015,"196,000",20151124-0119293,No,CITY OF GOODLETTSVILLE,504  UTLEY DR,GOODLETTSVILLE,504  UTLEY DR,GOODLETTSVILLE,HOME,100K-199K,2015
40659,018 15 0 017.00,SINGLE FAMILY,11/30/2015,"137,500",20151201-0120959,No,CITY OF GOODLETTSVILLE,407  MONCRIEF AVE,GOODLETTSVILLE,407  MONCRIEF AVE,GOODLETTSVILLE,HOME,100K-199K,2015
40660,026 01 0 050.00,VACANT RESIDENTIAL LAND,11/06/2015,"189,900",20151118-0117013,No,CITY OF GOODLETTSVILLE,130  EAST AVE,GOODLETTSVILLE,130  EAST AVE,GOODLETTSVILLE,LAND,100K-199K,2015
40661,026 05 0 099.00,VACANT RESIDENTIAL LAND,11/05/2015,"36,900",20151106-0113190,Yes,CITY OF GOODLETTSVILLE,203  HOLLYWOOD ST,GOODLETTSVILLE,203  HOLLYWOOD ST,GOODLETTSVILLE,LAND,Below 100K,2015
40662,026 05 0 100.00,VACANT RESIDENTIAL LAND,11/05/2015,"29,900",20151106-0113192,No,CITY OF GOODLETTSVILLE,205  HOLLYWOOD ST,GOODLETTSVILLE,205  HOLLYWOOD ST,GOODLETTSVILLE,LAND,Below 100K,2015
40663,032 09 0 049.00,SINGLE FAMILY,11/30/2015,"154,000",20151204-0122573,No,GENERAL SERVICES DISTRICT,4813  INDIAN SUMMER DR,NASHVILLE,4813  INDIAN SUMMER DR,NASHVILLE,HOME,100K-199K,2015
40664,032 09 0 050.00,VACANT RESIDENTIAL LAND,11/03/2015,"3,000",20151106-0113522,Yes,GENERAL SERVICES DISTRICT,4809  INDIAN SUMMER DR,NASHVILLE,4809  INDIAN SUMMER DR,NASHVILLE,LAND,Below 100K,2015
40665,032 09 0 051.00,SINGLE FAMILY,11/03/2015,"189,000",20151106-0113353,No,GENERAL SERVICES DISTRICT,4805  INDIAN SUMMER DR,NASHVILLE,4805  INDIAN SUMMER DR,NASHVILLE,HOME,100K-199K,2015
40666,033 02 0 015.00,SINGLE FAMILY,11/24/2015,"293,000",20151130-0120701,No,GENERAL SERVICES DISTRICT,1201  GENELLE DR,GOODLETTSVILLE,1201  GENELLE DR,GOODLETTSVILLE,HOME,200K-299K,2015
40684,026 07 0 043.00,SINGLE FAMILY,11/10/2015,"127,500",20151112-0114858,No,CITY OF GOODLETTSVILLE,109  BUTTERFIELD CT,GOODLETTSVILLE,109  BUTTERFIELD CT,GOODLETTSVILLE,HOME,100K-199K,2015
41523,187 09 0A 285.00,SINGLE FAMILY,12/23/2015,"296,751",20151228-0129649,No,GENERAL SERVICES DISTRICT,2120  KIRKWALL DR,NOLENSVILLE,2120  KIRKWALL DR,NOLENSVILLE,HOME,200K-299K,2015
41928,018 07 0 153.00,SINGLE FAMILY,12/09/2015,"135,000",20151210-0124245,No,CITY OF GOODLETTSVILLE,405 B HITT LN,GOODLETTSVILLE,407  HITT LN,GOODLETTSVILLE,HOME,100K-199K,2015
41929,019 13 0 037.00,SINGLE FAMILY,12/04/2015,"134,750",20151208-0123374,No,CITY OF GOODLETTSVILLE,119  MYERS ST,GOODLETTSVILLE,119  MYERS ST,GOODLETTSVILLE,HOME,100K-199K,2015
41930,025 11 0 009.00,SINGLE FAMILY,12/03/2015,"450,000",20151208-0123531,No,CITY OF GOODLETTSVILLE,201  DORA DR,GOODLETTSVILLE,201  DORA DR,GOODLETTSVILLE,HOME,400K-499K,2015
41931,025 15 0 014.00,SINGLE FAMILY,12/30/2015,"265,000",20151231-0131467,No,CITY OF GOODLETTSVILLE,304  HIGHLAND HEIGHTS DR,GOODLETTSVILLE,304  HIGHLAND HEIGHTS DR,GOODLETTSVILLE,HOME,200K-299K,2015
41932,025 16 0 072.00,SINGLE FAMILY,12/11/2015,"232,944",20151217-0127048,No,CITY OF GOODLETTSVILLE,422  ALTA LOMA RD,GOODLETTSVILLE,422  ALTA LOMA RD,GOODLETTSVILLE,HOME,200K-299K,2015
41933,032 09 0 021.00,SINGLE FAMILY,12/01/2015,"158,000",20151204-0122562,No,GENERAL SERVICES DISTRICT,1609  FALL DR,NASHVILLE,1609  FALL DR,NASHVILLE,HOME,100K-199K,2015
41934,032 14 0 018.00,SINGLE FAMILY,12/30/2015,"225,000",20160104-0000393,No,GENERAL SERVICES DISTRICT,1418  BELLAVISTA BLVD,NASHVILLE,1418  BELLAVISTA BLVD,NASHVILLE,HOME,200K-299K,2015
42735,188 10 0A 023.00,VACANT RESIDENTIAL LAND,01/29/2016,"32,000",20160203-0010448,Yes,GENERAL SERVICES DISTRICT,2109  GLEN HAVEN DR,NOLENSVILLE,2109  GLEN HAVEN DR,NOLENSVILLE,LAND,Below 100K,2016
43070,007 00 0 143.00,SINGLE FAMILY,01/29/2016,"255,000",20160129-0008913,No,GENERAL SERVICES DISTRICT,1853  FOX CHASE DR,GOODLETTSVILLE,1853  FOX CHASE DR,GOODLETTSVILLE,HOME,200K-299K,2016
43071,015 14 0 060.00,SINGLE FAMILY,01/15/2016,"160,000",20160119-0004923,No,GENERAL SERVICES DISTRICT,3113  MILLIKEN DR,JOELTON,3113  MILLIKEN DR,JOELTON,HOME,100K-199K,2016
43072,018 12 0 054.00,SINGLE FAMILY,01/28/2016,"220,000",20160201-0009137,No,CITY OF GOODLETTSVILLE,300  FANNIN DR,GOODLETTSVILLE,300  FANNIN DR,GOODLETTSVILLE,HOME,200K-299K,2016
43073,025 00 0 218.00,VACANT RESIDENTIAL LAND,01/11/2016,"56,000",20160112-0003190,Yes,CITY OF GOODLETTSVILLE,0  DICKERSON PIKE,GOODLETTSVILLE,DICKERSON PIKE,GOODLETTSVILLE,LAND,Below 100K,2016
43074,025 03 0 011.00,VACANT RESIDENTIAL LAND,01/22/2016,"50,000",20160201-0009199,Yes,CITY OF GOODLETTSVILLE,500  MONCRIEF AVE,GOODLETTSVILLE,0  MONCRIEF AVE,GOODLETTSVILLE,LAND,Below 100K,2016
43075,025 04 0 115.00,SINGLE FAMILY,01/26/2016,"275,000",20160127-0007808,No,CITY OF GOODLETTSVILLE,310  MCCOIN DR,GOODLETTSVILLE,310  MCCOIN DR,GOODLETTSVILLE,HOME,200K-299K,2016
43076,025 07 0 031.00,SINGLE FAMILY,01/15/2016,"179,900",20160120-0005776,No,CITY OF GOODLETTSVILLE,410  ROSEHILL CT,GOODLETTSVILLE,410  ROSEHILL CT,GOODLETTSVILLE,HOME,100K-199K,2016
43077,025 12 0 057.00,SINGLE FAMILY,01/15/2016,"135,000",20160125-0006524,No,CITY OF GOODLETTSVILLE,113  CIMA DR,GOODLETTSVILLE,113  CIMA DR,GOODLETTSVILLE,HOME,100K-199K,2016
43078,025 12 0 073.00,SINGLE FAMILY,01/22/2016,"170,000",20160129-0008846,No,CITY OF GOODLETTSVILLE,104  ROANOKE DR,GOODLETTSVILLE,104  ROANOKE DR,GOODLETTSVILLE,HOME,100K-199K,2016
43079,032 09 0 069.00,SINGLE FAMILY,01/29/2016,"159,000",20160202-0010054,No,GENERAL SERVICES DISTRICT,4856  INDIAN SUMMER DR,NASHVILLE,4856  INDIAN SUMMER DR,NASHVILLE,HOME,100K-199K,2016
43098,026 07 0 134.00,SINGLE FAMILY,01/18/2016,"145,000",20160201-0009241,No,CITY OF GOODLETTSVILLE,121  CAMBRIDGE CT,GOODLETTSVILLE,121  CAMBRIDGE CT,GOODLETTSVILLE,HOME,100K-199K,2016
43766,187 09 0A 284.00,SINGLE FAMILY,02/25/2016,"286,900",20160226-0018387,No,GENERAL SERVICES DISTRICT,2122  KIRKWALL DR,NOLENSVILLE,2122  KIRKWALL DR,NOLENSVILLE,HOME,200K-299K,2016
43767,188 10 0A 037.00,SINGLE FAMILY,02/16/2016,"261,500",20160225-0017829,No,GENERAL SERVICES DISTRICT,2108  GLEN HAVEN DR,NOLENSVILLE,2108  GLEN HAVEN DR,NOLENSVILLE,HOME,200K-299K,2016
44077,018 07 0 104.00,SINGLE FAMILY,02/17/2016,"180,000",20160218-0015549,No,CITY OF GOODLETTSVILLE,205  BRYAN HOUSE DR,GOODLETTSVILLE,205  BRYAN HOUSE DR,GOODLETTSVILLE,HOME,100K-199K,2016
44078,025 07 0 008.00,SINGLE FAMILY,02/01/2016,"240,000",20160208-0011837,No,CITY OF GOODLETTSVILLE,407  ROSEHILL DR,GOODLETTSVILLE,407  ROSEHILL DR,GOODLETTSVILLE,HOME,200K-299K,2016
44079,025 12 0 021.00,SINGLE FAMILY,02/19/2016,"160,200",20160226-0018533,No,CITY OF GOODLETTSVILLE,720  DICKERSON PIKE,GOODLETTSVILLE,720  DICKERSON PIKE,GOODLETTSVILLE,HOME,100K-199K,2016
44080,032 13 0 114.00,SINGLE FAMILY,02/01/2016,"135,000",20160204-0010966,No,GENERAL SERVICES DISTRICT,4393  SUMMERTIME DR,NASHVILLE,4393  SUMMERTIME DR,NASHVILLE,HOME,100K-199K,2016
44081,033 00 0 208.00,VACANT RESIDENTIAL LAND,02/12/2016,"89,900",20160218-0015413,Yes,CITY OF GOODLETTSVILLE,0  DRY CREEK LN,GOODLETTSVILLE,0  DRY CREEK LN,GOODLETTSVILLE,LAND,Below 100K,2016
44082,033 03 0B 022.00,SINGLE FAMILY,02/25/2016,"207,000",20160229-0019003,No,GENERAL SERVICES DISTRICT,130  TRELLIS WAY,GOODLETTSVILLE,130  TRELLIS WAY,GOODLETTSVILLE,HOME,200K-299K,2016
44083,033 03 0B 131.00,SINGLE FAMILY,02/12/2016,"177,500",20160217-0015213,No,GENERAL SERVICES DISTRICT,133  IVY HILL LN,GOODLETTSVILLE,133  IVY HILL LN,GOODLETTSVILLE,HOME,100K-199K,2016
44095,026 06 0A 029.00,RESIDENTIAL CONDO,02/08/2016,"160,000",20160210-0012911,No,GENERAL SERVICES DISTRICT,102  CANTON CT,GOODLETTSVILLE,102  CANTON CT,GOODLETTSVILLE,HOME,100K-199K,2016
44819,187 09 0A 283.00,SINGLE FAMILY,03/30/2016,"303,654",20160404-0031824,No,GENERAL SERVICES DISTRICT,2124  KIRKWALL DR,NOLENSVILLE,2124  KIRKWALL DR,NOLENSVILLE,HOME,300K-399K,2016
44820,187 09 0A 288.00,SINGLE FAMILY,03/11/2016,"312,803",20160315-0024552,No,GENERAL SERVICES DISTRICT,2114  KIRKWALL DR,NOLENSVILLE,2114  KIRKWALL DR,NOLENSVILLE,HOME,300K-399K,2016
44821,188 10 0A 008.00,VACANT RESIDENTIAL LAND,03/16/2016,"550,000",20160316-0025175,No,GENERAL SERVICES DISTRICT,1137  PRINCETON HILLS DR,NOLENSVILLE,1137  PRINCETON HILLS DR,NOLENSVILLE,LAND,500K-599K,2016
44822,188 10 0A 033.00,SINGLE FAMILY,03/01/2016,"250,000",20160302-0019991,No,GENERAL SERVICES DISTRICT,2124  GLEN HAVEN DR,NOLENSVILLE,2124  GLEN HAVEN DR,NOLENSVILLE,HOME,200K-299K,2016
45285,012 03 0 006.00,SINGLE FAMILY,03/11/2016,"276,500",20160317-0025384,No,GENERAL SERVICES DISTRICT,612  GAYLEMORE DR,GOODLETTSVILLE,612  GAYLEMORE DR,GOODLETTSVILLE,HOME,200K-299K,2016
45286,015 14 0 061.00,SINGLE FAMILY,03/18/2016,"169,900",20160413-0035454,No,GENERAL SERVICES DISTRICT,3117  MILLIKEN DR,JOELTON,3117  MILLIKEN DR,JOELTON,HOME,100K-199K,2016
45287,018 03 0 027.00,SINGLE FAMILY,03/31/2016,"209,761",20160405-0032582,No,CITY OF GOODLETTSVILLE,410  ISAAC DR,GOODLETTSVILLE,410  ISAAC DR,GOODLETTSVILLE,HOME,200K-299K,2016
45288,018 07 0 163.00,SINGLE FAMILY,03/25/2016,"189,900",20160328-0028489,No,CITY OF GOODLETTSVILLE,401  CARLTON PL,GOODLETTSVILLE,401  CARLTON PL,GOODLETTSVILLE,HOME,100K-199K,2016
45289,025 04 0 016.00,SINGLE FAMILY,03/07/2016,"165,000",20160308-0022037,No,CITY OF GOODLETTSVILLE,207  W CEDAR ST,GOODLETTSVILLE,207 W CEDAR ST,GOODLETTSVILLE,HOME,100K-199K,2016
45290,026 05 0 017.00,SINGLE FAMILY,03/29/2016,"155,000",20160330-0029941,No,CITY OF GOODLETTSVILLE,208  EAST AVE,GOODLETTSVILLE,208  EAST AVE,GOODLETTSVILLE,HOME,100K-199K,2016
45291,026 05 0 041.00,SINGLE FAMILY,03/30/2016,"166,000",20160331-0030638,No,CITY OF GOODLETTSVILLE,113  ROSCOE ST,GOODLETTSVILLE,113  ROSCOE ST,GOODLETTSVILLE,HOME,100K-199K,2016
45292,033 03 0B 030.00,SINGLE FAMILY,03/28/2016,"212,000",20160329-0029517,No,GENERAL SERVICES DISTRICT,115  TRELLIS WAY,GOODLETTSVILLE,115  TRELLIS WAY,GOODLETTSVILLE,HOME,200K-299K,2016
45293,033 03 0B 071.00,SINGLE FAMILY,03/08/2016,"190,000",20160309-0022759,No,GENERAL SERVICES DISTRICT,192  IVY HILL LN,GOODLETTSVILLE,192  IVY HILL LN,GOODLETTSVILLE,HOME,100K-199K,2016
45312,026 02 0 016.00,SINGLE FAMILY,03/04/2016,"194,500",20160307-0021349,No,CITY OF GOODLETTSVILLE,515  HANOVER CT,GOODLETTSVILLE,515  HANOVER CT,GOODLETTSVILLE,HOME,100K-199K,2016
45313,026 06 0A 031.00,RESIDENTIAL CONDO,03/22/2016,"159,000",20160330-0030175,No,GENERAL SERVICES DISTRICT,106  CANTON CT,GOODLETTSVILLE,106  CANTON CT,GOODLETTSVILLE,HOME,100K-199K,2016
45314,026 07 0 106.00,SINGLE FAMILY,03/18/2016,"130,000",20160322-0027142,No,CITY OF GOODLETTSVILLE,101  BRENTON CT,GOODLETTSVILLE,101  BRENTON CT,GOODLETTSVILLE,HOME,100K-199K,2016
46859,007 15 0 048.00,SINGLE FAMILY,04/14/2016,"379,900",20160418-0036715,No,GENERAL SERVICES DISTRICT,2034  GRACELAND DR,GOODLETTSVILLE,2034  GRACELAND DR,GOODLETTSVILLE,HOME,300K-399K,2016
46860,018 07 0 097.00,SINGLE FAMILY,04/15/2016,"167,500",20160429-0042038,No,CITY OF GOODLETTSVILLE,605  LUCIEN RD,GOODLETTSVILLE,605  LUCIEN RD,GOODLETTSVILLE,HOME,100K-199K,2016
46861,018 11 0 005.00,SINGLE FAMILY,04/14/2016,"200,000",20160418-0036982,No,CITY OF GOODLETTSVILLE,207  ENGEL AVE,GOODLETTSVILLE,207  ENGEL AVE,GOODLETTSVILLE,HOME,200K-299K,2016
46862,025 08 0 006.00,SINGLE FAMILY,04/12/2016,"125,000",20160413-0035182,No,CITY OF GOODLETTSVILLE,207  ROSEHILL DR,GOODLETTSVILLE,207  ROSEHILL DR,GOODLETTSVILLE,HOME,100K-199K,2016
46902,026 02 0 006.00,SINGLE FAMILY,04/29/2016,"169,000",20160503-0043379,No,CITY OF GOODLETTSVILLE,121  LIDGATE TER,GOODLETTSVILLE,121  LIDGATE TER,GOODLETTSVILLE,HOME,100K-199K,2016
46903,026 06 0 080.00,SINGLE FAMILY,04/14/2016,"207,500",20160418-0036945,No,CITY OF GOODLETTSVILLE,120  BUCKINGHAM CT,GOODLETTSVILLE,120  BUCKINGHAM CT,GOODLETTSVILLE,HOME,200K-299K,2016
46904,026 06 0 102.00,SINGLE FAMILY,04/26/2016,"189,900",20160428-0041600,No,CITY OF GOODLETTSVILLE,114  SHEFFIELD CT,GOODLETTSVILLE,114  SHEFFIELD CT,GOODLETTSVILLE,HOME,100K-199K,2016
46905,026 06 0A 053.00,RESIDENTIAL CONDO,04/08/2016,"157,500",20160414-0035589,No,GENERAL SERVICES DISTRICT,114  CANTON CT,GOODLETTSVILLE,114  CANTON CT,GOODLETTSVILLE,HOME,100K-199K,2016
46906,026 06 0A 077.00,RESIDENTIAL CONDO,04/14/2016,"163,900",20160415-0036244,No,GENERAL SERVICES DISTRICT,136  CANTON CT,GOODLETTSVILLE,136  CANTON CT,GOODLETTSVILLE,HOME,100K-199K,2016
46907,026 07 0 164.00,SINGLE FAMILY,04/11/2016,"176,000",20160413-0035156,No,CITY OF GOODLETTSVILLE,124  NEWCASTLE CT,GOODLETTSVILLE,124  NEWCASTLE CT,GOODLETTSVILLE,HOME,100K-199K,2016
46908,026 16 0 014.00,SINGLE FAMILY,04/15/2016,"183,000",20160419-0037836,No,GENERAL SERVICES DISTRICT,204  CUMBERLAND HILLS DR,MADISON,204  CUMBERLAND HILLS DR,MADISON,HOME,100K-199K,2016
48022,187 09 0A 286.00,SINGLE FAMILY,05/06/2016,"295,000",20160509-0045810,No,GENERAL SERVICES DISTRICT,2118 KIRKWALL  DR,NOLENSVILLE,2118 KIRKWALL  DR,NOLENSVILLE,HOME,200K-299K,2016
48023,188 10 0A 027.00,SINGLE FAMILY,05/18/2016,"343,430",20160518-0049739,Yes,GENERAL SERVICES DISTRICT,2125 GLEN HAVEN  DR,NOLENSVILLE,2125 GLEN HAVEN  DR,NOLENSVILLE,HOME,300K-399K,2016
48024,188 10 0A 028.00,SINGLE FAMILY,05/18/2016,"343,430",20160518-0049739,Yes,GENERAL SERVICES DISTRICT,2129 GLEN HAVEN  DR,NOLENSVILLE,2129 GLEN HAVEN  DR,NOLENSVILLE,HOME,300K-399K,2016
48025,188 10 0A 029.00,SINGLE FAMILY,05/18/2016,"343,430",20160518-0049739,Yes,GENERAL SERVICES DISTRICT,2133 GLEN HAVEN  DR,NOLENSVILLE,2133 GLEN HAVEN  DR,NOLENSVILLE,HOME,300K-399K,2016
48026,188 10 0A 034.00,SINGLE FAMILY,05/13/2016,"311,000",20160517-0049191,No,GENERAL SERVICES DISTRICT,2120 GLEN HAVEN  DR,NOLENSVILLE,2120 GLEN HAVEN  DR,NOLENSVILLE,HOME,300K-399K,2016
48027,188 10 0A 035.00,SINGLE FAMILY,05/02/2016,"313,000",20160504-0043960,No,GENERAL SERVICES DISTRICT,2116 GLEN HAVEN  DR,NOLENSVILLE,2116 GLEN HAVEN  DR,NOLENSVILLE,HOME,300K-399K,2016
48028,188 10 0A 072.00,VACANT RESIDENTIAL LAND,05/18/2016,"343,430",20160518-0049739,Yes,GENERAL SERVICES DISTRICT,2014 OAK TRAIL  DR,NOLENSVILLE,2014 OAK TRAIL  DR,NOLENSVILLE,LAND,300K-399K,2016
